id,text_pred,label,image_pred
1115290475811037185,0.22607887,0,0.4988700151443481
1108180634730745857,0.26670152,0,0.4988700151443481
1064098809314230272,0.53538805,0,0.4988700151443481
1113434967588188166,0.28091004,0,0.4988700151443481
1114301234767368192,0.30609834,0,0.4988700151443481
1063542123855835136,0.8648394,0,0.4988700151443481
1115970623174578177,0.405066,0,0.4988700151443481
1114999856668581889,0.23301487,0,0.4988700151443481
1108137172878663680,0.14478438,0,0.4988700151443481
1055945081180569607,0.82269526,0,0.4988700151443481
1116726081053048832,0.25413823,0,0.4988700151443481
1116757957625016320,0.25556412,0,0.4988700151443481
1106854691105726464,0.81254226,0,0.4988700151443481
1114659147587497987,0.24278377,0,0.4988700151443481
1108432325002625025,0.2590336,0,0.4988700151443481
1108815049156673539,0.20390616,0,0.4988700151443481
1058845189740118016,0.06660033,0,0.4988700151443481
1115302513664720897,0.6532118,0,0.4988700151443481
1024054557989654534,0.29845795,0,0.4988700151443481
1113604708114075648,0.24270794,0,0.4988700151443481
1107002446302334976,0.6941064,0,0.4988700151443481
1106832274174214144,0.17583996,0,0.4988700151443481
1109940751645868032,0.25453767,0,0.4988700151443481
1046825982777122818,0.17761643,0,0.4988700151443481
1105850401495097346,0.24950002,0,0.4988700151443481
1109619479917543429,0.26796004,0,0.4988700151443481
1115009758514360320,0.1440067,0,0.4988700151443481
1050766293756928000,0.5624508,0,0.4988700151443481
1113116348048138241,0.2664969,0,0.4988700151443481
1108341516966211584,0.6094658,0,0.4988700151443481
1109445824398979072,0.26972857,0,0.4988700151443481
1107985742746304512,0.25483963,0,0.4988700151443481
1105509364813709312,0.27875057,0,0.4988700151443481
1061006915646472192,0.29625088,0,0.4988700151443481
1061041429705674760,0.77207536,0,0.4988700151443481
1117320106676236288,0.4274447,0,0.4988700151443481
1115738618096685056,0.27117014,0,0.4988700151443481
1042979169888555008,0.2787188,0,0.4988700151443481
1062770756797583360,0.10161456,0,0.4988700151443481
1107981727211945984,0.2766863,0,0.4988700151443481
1061414516980776960,0.8250479,0,0.4988700151443481
1106740532221562880,0.24522224,0,0.4988700151443481
1114702554414309376,0.2413924,0,0.4988700151443481
1115433461588742146,0.24774313,0,0.4988700151443481
1037441000061337600,0.19450991,0,0.4988700151443481
1105670127230615553,0.25061673,0,0.4988700151443481
1115075267301711873,0.37963778,0,0.4988700151443481
1108485283635478530,0.26945063,0,0.4988700151443481
1106643282556264453,0.3058815,0,0.4988700151443481
1115346388534034434,0.670607,0,0.4988700151443481
1114972924098699265,0.24774313,0,0.4988700151443481
1025122358514917378,0.15215847,0,0.4988700151443481
1108622658478977024,0.2801115,0,0.4988700151443481
1114536714708635685,0.2571382,0,0.4988700151443481
1115032892172918784,0.23358653,0,0.4988700151443481
1105305635854270464,0.26242304,0,0.4988700151443481
1109720757112918021,0.32030332,0,0.4988700151443481
1042098898179948545,0.7588839,0,0.4988700151443481
1106853253034049536,0.06437371,0,0.4988700151443481
1107446375510433792,0.1476747,0,0.4988700151443481
1107029522246000640,0.41857198,0,0.4988700151443481
1035461712915439617,0.1187022,0,0.4988700151443481
1109111607404175362,0.23811853,0,0.4988700151443481
1058345449575243779,0.29274607,0,0.4988700151443481
1053456418936840192,0.6930393,0,0.4988700151443481
1046495046562926593,0.7363408,0,0.4988700151443481
1108766518588907520,0.26688433,0,0.4988700151443481
1107744208692097024,0.42587015,0,0.4988700151443481
1117025738279067648,0.25354508,0,0.4988700151443481
1113926869529833472,0.2321499,0,0.4988700151443481
1105190160491110400,0.22947827,0,0.4988700151443481
1108724794202226688,0.2200794,0,0.4988700151443481
1110159705438076928,0.5556625,0,0.4988700151443481
1108172307342807041,0.24843101,0,0.4988700151443481
1105853963969200130,0.7383684,0,0.4988700151443481
1115780234312396801,0.28388017,0,0.4988700151443481
1109073001155313664,0.656114,0,0.4988700151443481
1115100083131801600,0.22086342,0,0.4988700151443481
1115715768124170240,0.2101657,0,0.4988700151443481
1115672935912677376,0.26176444,0,0.4988700151443481
